,num_samples,duration,offset_seconds,window_seconds,analysis_sample_rate,analysis_channels,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,code_version,echoprint_version,synch_version,rhythm_version,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness,valence,name,track,genre
1010,4804253,217.87995,0,0,22050,1,0.42399,206.04807,-16.6,73.547,0.116,4,0.202,5,0.632,0,0.716,3.15,4.12,1.0,1.0,0.991,0.268,217880,0.0688,0.589,0.0863,0.0379,0.189,Paolo Fresu,The Windmills of Your Mind,jazz
1011,3704400,168.0,0,0,22050,1,0.36571,158.42975,-17.419,119.663,0.603,4,0.966,11,0.0,0,0.091,3.15,4.12,1.0,1.0,0.535,0.684,168000,0.144,0.0243,0.241,0.0706,0.573,Henri Salvador,Jardin d'hiver,jazz
1012,9309510,422.2,0,0,22050,1,0.63392,405.7571,-11.85,87.261,0.017,3,0.264,7,0.429,0,0.394,3.15,4.12,1.0,1.0,0.867,0.619,422200,0.355,0.886,0.104,0.0364,0.245,Tomás Gubbins,Bucle,jazz
1015,4566904,207.11583,0,0,22050,1,0.1683,200.50431,-16.113,167.488,0.068,3,0.994,11,0.733,0,0.762,3.15,4.12,1.0,1.0,0.957,0.426,207116,0.164,0.716,0.328,0.0336,0.135,Trio From Rio,Living for the Love,jazz
1016,3828762,173.64,0,0,22050,1,0.30181,158.56327,-21.277,136.844,0.971,4,0.858,4,0.207,0,0.458,3.15,4.12,1.0,1.0,0.687,0.661,173640,0.228,0.849,0.104,0.0441,0.878,Antônio Carlos Jobim,Agua De Beber,jazz
1026,4268880,193.6,0,0,22050,1,0.0,186.66522,-11.415,85.99,0.605,4,1.0,10,0.266,1,0.143,3.15,4.12,1.0,1.0,0.76,0.441,193600,0.359,8.79e-06,0.963,0.173,0.544,Curtis Stigers,Summer Wind - Live,jazz
1028,4417652,200.34703,0,0,22050,1,0.19156,193.67184,-16.567,70.644,0.278,4,0.283,10,0.443,1,0.266,3.15,4.12,1.0,1.0,0.978,0.61,200347,0.159,0.897,0.117,0.0474,0.189,Oakwood Station,Tiny Tiny Steps,jazz
1029,4479972,203.17333,0,0,22050,1,0.46435,197.7063,-16.077,119.241,0.454,4,1.0,5,0.346,0,0.372,3.15,4.12,1.0,1.0,0.975,0.729,203173,0.129,0.933,0.119,0.0519,0.488,Lester Young,Blue Lester,jazz
1031,5096700,231.14286,0,0,22050,1,0.0,224.88526,-13.533,110.811,0.173,4,0.977,9,0.484,0,0.466,3.15,4.12,1.0,1.0,0.962,0.472,231143,0.147,0.0301,0.299,0.0407,0.106,Oakwood Station,For Better Times,jazz
1035,3205188,145.36,0,0,22050,1,0.34227,138.4722,-12.598,176.213,0.0,1,0.964,1,0.497,1,0.486,3.15,4.12,1.0,1.0,0.844,0.235,145360,0.298,0.0624,0.17,0.0363,0.335,Stan Getz,Moonlight In Vermont,jazz
1040,5555718,251.96,0,0,22050,1,0.33669,245.7658,-11.482,154.927,0.014,5,1.0,10,0.438,0,0.52,3.15,4.12,1.0,1.0,0.901,0.651,251960,0.167,0.606,0.107,0.0455,0.381,Various Artists,Take Five,jazz
1041,4245360,192.53333,0,0,22050,1,0.11392,187.44889,-16.756,69.883,0.068,3,1.0,7,0.475,1,0.6,3.15,4.12,1.0,1.0,0.968,0.456,192533,0.0414,0.695,0.107,0.0336,0.175,Coleman Hawkins,Greensleeves,jazz
1042,5607756,254.32,0,0,22050,1,0.19188,245.94576,-26.24,93.284,0.074,4,0.806,8,0.471,1,0.501,3.15,4.12,1.0,1.0,0.955,0.38,254320,0.0283,0.000415,0.11,0.0418,0.157,Various Artists,Manhattan,jazz
1043,4704000,213.33333,0,0,22050,1,0.0,204.23111,-15.548,96.594,0.812,4,0.898,10,0.503,0,0.597,3.15,4.12,1.0,1.0,0.956,0.683,213333,0.102,0.173,0.136,0.0389,0.507,Various Artists,Audrey,jazz
1044,6277488,284.69333,0,0,22050,1,0.30776,278.69751,-15.317,118.324,0.041,4,0.911,7,0.454,0,0.501,3.15,4.12,1.0,1.0,0.942,0.414,284693,0.125,0.863,0.0896,0.0396,0.278,Benny Golson Sextet,Namely You,jazz
1050,4245360,192.53333,0,0,22050,1,2.5658,183.06612,-13.556,135.64,0.0,3,0.36,9,0.029,0,0.015,3.15,4.12,1.0,1.0,0.678,0.657,192533,0.255,0.0,0.286,0.0427,0.281,Søren Sko,Sweet Loraine,jazz
1053,4183326,189.72,0,0,22050,1,0.30331,179.97206,-12.139,86.913,0.355,4,1.0,9,0.316,1,0.443,3.15,4.12,1.0,1.0,0.876,0.622,189720,0.183,0.906,0.114,0.0359,0.13,Various Artists,We've Only Just Begun,jazz
1055,6502656,294.90503,0,0,22050,1,0.19927,292.12444,-11.232,60.289,0.035,4,0.435,7,0.296,0,0.383,3.15,4.12,1.0,1.0,0.948,0.504,294905,0.163,0.061,0.152,0.0338,0.195,Stanley Turrentine,Journey into Melody,jazz
1056,5625984,255.14667,0,0,22050,1,0.28385,248.59864,-8.779,64.405,0.028,4,0.39,1,0.424,1,0.567,3.15,4.12,1.0,1.0,0.967,0.414,255147,0.0859,0.93,0.102,0.052,0.316,Gene Ammons,My Romance - Remastered,jazz
1057,6261318,283.96,0,0,22050,1,0.59787,274.90104,-19.953,176.059,0.114,3,0.979,2,0.363,0,0.499,3.15,4.12,1.0,1.0,0.648,0.345,283960,0.161,0.909,0.204,0.0373,0.182,Atli Bjørn,I Married An Angel,jazz
1061,5694774,258.26639,0,0,22050,1,0.0,252.81887,-19.759,171.439,0.033,3,1.0,10,0.318,0,0.259,3.15,4.12,1.0,1.0,0.948,0.303,258266,0.0141,0.0944,0.0792,0.0418,0.157,John Coltrane,Naima,jazz
1066,4075428,184.82667,0,0,22050,1,0.7351,177.83002,-18.413,136.576,0.138,4,0.887,8,0.192,1,0.422,3.15,4.12,1.0,1.0,0.987,0.54,184827,0.0335,0.701,0.122,0.0357,0.338,Various Artists,The Gypsy,jazz
